                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                  1.307,                0.88726,                0.89844,                0.45876,                0.34747,                0.35072,                 0.2041,                 1.3253,                0.94837,                0.90291,               0.002476,               0.002476,               0.002476
                    154,                 1.3031,                0.88931,                0.89906,                0.45912,                0.34648,                0.35075,                0.20417,                  1.325,                0.94802,                0.90284,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.3043,                0.88552,                0.89847,                 0.4585,                0.34682,                0.35092,                0.20421,                 1.3246,                0.94797,                0.90274,               0.002377,               0.002377,               0.002377
                    156,                 1.2994,                0.88086,                0.89956,                0.45848,                0.34668,                0.35106,                0.20419,                 1.3248,                0.94836,                0.90271,              0.0023275,              0.0023275,              0.0023275
                    157,                  1.298,                0.88237,                0.89713,                0.45861,                0.34652,                 0.3508,                0.20383,                 1.3248,                0.94819,                0.90264,               0.002278,               0.002278,               0.002278
                    158,                 1.3003,                0.88648,                0.89717,                0.45851,                0.34713,                  0.351,                0.20412,                 1.3246,                0.94824,                0.90261,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.2984,                0.88066,                0.89676,                0.45655,                0.34859,                0.35106,                0.20415,                 1.3245,                0.94816,                0.90253,               0.002179,               0.002179,               0.002179
                    160,                 1.2998,                0.88126,                0.89767,                0.45772,                0.34734,                0.35122,                0.20418,                 1.3245,                0.94819,                0.90252,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.2979,                0.88244,                 0.8983,                0.45876,                0.34738,                0.35133,                0.20409,                 1.3243,                0.94785,                0.90243,                0.00208,                0.00208,                0.00208
                    162,                 1.2971,                0.87591,                0.89777,                0.45639,                0.34807,                 0.3512,                0.20412,                  1.324,                0.94773,                0.90237,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2973,                0.88263,                0.89799,                 0.4573,                0.34858,                0.35149,                0.20402,                 1.3242,                0.94808,                0.90243,               0.001981,               0.001981,               0.001981
                    164,                 1.2904,                0.87472,                0.89649,                0.45594,                0.34876,                0.35162,                0.20402,                 1.3241,                  0.948,                 0.9024,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2963,                0.87809,                0.89491,                0.45761,                0.34737,                0.35163,                0.20411,                  1.324,                  0.948,                0.90235,               0.001882,               0.001882,               0.001882
                    166,                 1.2871,                0.86955,                0.89438,                0.45721,                0.34839,                0.35159,                0.20408,                  1.324,                0.94818,                0.90226,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.2969,                 0.8745,                0.89571,                0.45851,                0.34911,                0.35166,                0.20426,                  1.324,                0.94809,                0.90227,               0.001783,               0.001783,               0.001783
                    168,                 1.2985,                0.87552,                0.89693,                0.45655,                0.34974,                0.35196,                0.20443,                 1.3241,                0.94782,                 0.9022,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.2976,                0.87579,                 0.8961,                 0.4572,                0.34968,                0.35196,                0.20434,                 1.3241,                0.94783,                0.90217,               0.001684,               0.001684,               0.001684
                    170,                 1.2982,                0.87672,                0.89775,                 0.4595,                0.34895,                0.35208,                0.20436,                 1.3244,                0.94813,                0.90222,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.2929,                0.87146,                0.89588,                0.45663,                0.35086,                 0.3522,                0.20429,                 1.3246,                0.94791,                 0.9022,               0.001585,               0.001585,               0.001585
                    172,                 1.2941,                 0.8713,                0.89618,                0.45836,                0.34975,                0.35179,                0.20416,                  1.325,                0.94841,                0.90222,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.2891,                0.86934,                 0.8949,                0.45914,                0.34922,                0.35187,                0.20409,                  1.325,                0.94814,                0.90215,               0.001486,               0.001486,               0.001486
                    174,                   1.29,                0.86777,                0.89652,                0.45962,                0.34963,                0.35166,                 0.2041,                 1.3253,                0.94833,                 0.9022,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.2852,                0.86314,                0.89398,                0.45879,                0.35096,                 0.3518,                 0.2042,                 1.3253,                0.94802,                 0.9022,               0.001387,               0.001387,               0.001387
                    176,                  1.279,                0.86065,                0.89441,                 0.4593,                0.35114,                0.35185,                0.20422,                 1.3256,                0.94831,                0.90226,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.2894,                 0.8656,                 0.8964,                0.45764,                0.35217,                0.35173,                0.20419,                 1.3261,                0.94841,                0.90226,               0.001288,               0.001288,               0.001288
                    178,                 1.2831,                0.86225,                0.89275,                 0.4575,                0.35183,                 0.3517,                 0.2041,                 1.3261,                0.94846,                0.90231,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.2885,                0.86385,                0.89484,                0.45801,                0.35198,                0.35189,                0.20409,                  1.326,                0.94838,                0.90228,               0.001189,               0.001189,               0.001189
                    180,                 1.2738,                0.85305,                0.89275,                0.45765,                0.35097,                0.35195,                0.20417,                 1.3258,                0.94834,                0.90223,              0.0011395,              0.0011395,              0.0011395
                    181,                  1.287,                0.86103,                0.89407,                0.46006,                0.35016,                0.35185,                0.20409,                 1.3259,                0.94864,                0.90216,                0.00109,                0.00109,                0.00109
                    182,                 1.2847,                0.85921,                0.89452,                 0.4596,                0.35022,                0.35197,                0.20407,                 1.3262,                0.94846,                0.90219,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.2766,                 0.8553,                0.89416,                0.45892,                0.35099,                0.35208,                0.20398,                 1.3266,                 0.9489,                0.90222,               0.000991,               0.000991,               0.000991
                    184,                 1.2809,                0.85752,                0.89419,                0.45903,                0.35106,                0.35205,                0.20408,                 1.3262,                 0.9488,                 0.9022,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.2797,                0.85625,                0.89427,                 0.4587,                0.35099,                0.35207,                0.20393,                 1.3267,                0.94895,                0.90229,               0.000892,               0.000892,               0.000892
                    186,                 1.2833,                0.85832,                0.89364,                0.46089,                0.35022,                0.35197,                0.20367,                 1.3268,                0.94896,                0.90229,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2724,                0.85291,                0.89206,                0.45727,                0.35121,                0.35195,                 0.2037,                 1.3269,                0.94902,                0.90229,               0.000793,               0.000793,               0.000793
                    188,                 1.2827,                0.85288,                0.89257,                0.45718,                0.35137,                0.35193,                0.20377,                  1.327,                0.94927,                0.90239,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.2724,                0.84749,                0.89303,                0.45535,                0.35142,                0.35202,                0.20371,                  1.327,                0.94939,                0.90237,               0.000694,               0.000694,               0.000694
                    190,                 1.2725,                0.84869,                0.89203,                0.45559,                0.35155,                0.35209,                0.20391,                  1.327,                0.94942,                 0.9024,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.2699,                0.84361,                0.89522,                0.45651,                0.35037,                  0.352,                0.20384,                 1.3273,                0.94937,                0.90239,               0.000595,               0.000595,               0.000595
                    192,                 1.2509,                0.81921,                0.89114,                0.45706,                 0.3505,                0.35206,                0.20378,                 1.3275,                0.94925,                0.90242,              0.0005455,              0.0005455,              0.0005455
                    193,                  1.245,                0.81328,                0.89035,                0.45653,                0.35044,                0.35212,                0.20397,                 1.3277,                 0.9495,                0.90245,               0.000496,               0.000496,               0.000496
                    194,                 1.2414,                0.81043,                0.89105,                 0.4529,                0.35195,                0.35219,                0.20399,                 1.3278,                0.94934,                0.90242,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.2411,                0.80933,                0.89051,                0.45273,                0.35213,                0.35206,                0.20405,                 1.3279,                0.94931,                0.90243,               0.000397,               0.000397,               0.000397
                    196,                 1.2403,                0.80928,                0.88928,                0.45339,                0.35207,                0.35222,                0.20395,                 1.3278,                0.94962,                0.90241,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.2405,                0.80663,                0.88893,                0.45247,                 0.3521,                0.35198,                0.20395,                 1.3281,                0.94952,                0.90245,               0.000298,               0.000298,               0.000298
                    198,                 1.2392,                0.80558,                0.88949,                0.45241,                0.35186,                0.35206,                0.20393,                 1.3283,                0.94941,                0.90248,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.2354,                0.80277,                0.88973,                0.45243,                0.35217,                 0.3518,                0.20379,                 1.3284,                0.94969,                0.90252,               0.000199,               0.000199,               0.000199
                    200,                 1.2321,                0.80245,                0.88871,                0.45202,                0.35259,                0.35191,                0.20374,                 1.3289,                0.95016,                 0.9026,              0.0001495,              0.0001495,              0.0001495
